e1,Indo-Aryan,su-vāṭa,'good enclosure',patyal3
e2,Indo-Aryan,anna-dhāra,'stream of food',patyal2
e3,Indo-Aryan,ku-varṇa,'of bad colour',patyal2
e4,Indo-Aryan,gāvyáya,'belonging to or coming from cow or cattle' RV 9.70.7; 10.48.4,patyal2
e5,Indo-Aryan,dantā-valī,'row of teeth; teeth collectively',patyal2
e6,Indo-Aryan,saptā-nnādya,'seven grains',patyal2
e7,Indo-Aryan,*kalyā-hāra,'breakfast',patyal5
e8,Indo-Aryan,*citra-karbura,'spotted',patyal5
e9,Indo-Aryan,*catur-akṣa,'four-eyed',patyal5
e10,Indo-Aryana,jánitr̥,,patyal5
e11,Indo-Aryan,*dēva-sthala,,patyal5
e12,Indo-Aryan,*vādya-tantra,,patyal5
e13,Indo-Aryan,*mr̥taka-sthāna,,patyal5
e14,Indo-Aryan,*locis-kāṣṭhikā,,patyal5
e15,Indo-Aryan,sapakṣa,'easy',patyal5
e16,Indo-Aryan,*ubbāsī?,'yawn',arora